Sites	Kinases	Run_1	Run_2	Run_3	Run_4	Run_5	Run_6	Run_7	Run_8	Run_9	Run_10
CHEK1_O35280_S280	AKT1	7.627137555259242	3.7367119738118832	8.645899594510992	6.426555698815442	3.7529507780512676	6.532415043937882	6.9652749548008766	3.5290647205217027	5.023712066940854	1.0589075605879457
SNRNP70_Q62376_S226	CDK2	2.9238503791522295	3.955549421969313	9.784619892504091	9.885988744932293	7.182658834732052	9.694236317557817	4.051336839068638	2.994257136869967	8.40778049140909	1.375770310672877
CBX3_P23198_S93	PRKACA	5.824846604387074	7.713419432277097	2.6643231815423554	2.48900116705941	6.082333445404762	6.987715659942875	5.396645000737181	0.11868806081479204	5.175547270571609	3.6128201432520375
RPS6_P62754_S240	RPS6KB1	5.918060533486125	8.076102210844828	2.111273749253961	4.669736957885962	3.540238650362571	7.9421035474164325	7.586510957060471	6.663782998899647	1.1274114947912925	3.4421206448602857
CAD_B2RQC6_S1406	PRKACA	0.10000000000402523	0.10000000000376774	0.10000000000441968	0.10000000000567197	0.1	0.1	2.798945730233792	0.10000000004310827	0.10000000003712142	1.5283556329313481
RPS6_P62754_S235	AKT1	0.10000000000095492	0.10000000003219026	0.10000000000713707	5.643527501824838	10.0	0.1	10.0	1.744097047119838	0.10000000009299939	9.999999999763922
RPS6_P62754_S235	AKT2	2.0820821519288697	0.9910804610577186	9.2011280151472	0.5375159704232636	1.3754040974079	9.63360051771583	3.954056284815404	0.35116177297417595	4.593979742745005	3.378985719994121
RPS6_P62754_S235	PPP5C	6.8036608895879604	5.459198079719328	7.063474729843899	5.389688392021853	6.665953030903313	0.1447906747468034	5.473961184038589	2.7804403390683823	5.920129802492912	4.554105349996346
RPS6_P62754_S235	PRKCD	5.652170700821192	4.559108793597409	6.629430355501059	0.9056510251860409	8.806723648769433	1.2820872564356254	5.6242960007392835	4.6696840137173465	8.34438844162301	6.38880530793041
RPS6_P62754_S235	RPS6KA1	9.176674515214497	8.701695127561651	3.867117805440646	5.612790205121394	5.432227879382712	5.12417625293922	7.702928784442549	1.2435106774536555	0.8751607969451548	4.329034057867659
RPS6_P62754_S235	RPS6KA3	1.9220606807770926	1.9246249932879493	0.3543276698036135	6.812213569065838	5.039621170177613	3.3769374300887485	3.3474496173364794	0.4976981151524407	2.8508806105024456	2.6499970898357725
RPS6_P62754_S235	RPS6KB1	0.8587631925821398	5.602887723062344	9.94511313775423	9.21809525440064	8.404477592162843	8.230941863237877	8.359650124271393	9.987768681009909	6.50523356414413	7.357865850143492
RPS6_P62754_S235	RPS6KB2	2.130708183762601	1.589423532182876	3.160950264616212	0.35943650486531503	4.121063026298643	8.485804773672978	0.9445733368241743	4.677246019260205	4.049779661366481	0.10000000000081499
RPS6_P62754_S236	AKT1	8.04018860818092	7.823111747751469	4.0685234964588215	0.7088019879516004	0.60330275967118	9.117775298503794	2.9020013506521782	2.190637343985406	9.800850709664124	6.959165739151215
RPS6_P62754_S236	AKT2	0.10000000000400036	0.1000000000730207	0.10000000000617205	0.10000000013638158	0.1	0.1	0.1	0.10000000006431053	0.10000000000851983	0.10000000065243761
RPS6_P62754_S236	PPP5C	8.723762700210067	4.418800139981997	8.852147316957133	5.547624580581719	6.9634185999874205	5.136727975621427	1.2331292724853768	2.3140266896805755	2.364057376798844	6.458629673210203
RPS6_P62754_S236	PRKACA	2.752302201990093	5.739099578412958	3.9288835660347994	8.219429979098116	5.052507264561629	3.449385332967877	7.844383778394273	6.067844864889356	3.305755283285102	3.3568143845297755
RPS6_P62754_S236	PRKCA	9.491822740722304	0.7092931359908734	1.0357430149620042	2.5803867630260546	2.9745825988034347	5.151432144912695	5.449900664319401	7.044635300802658	1.0353244355568958	0.24982981215139138
RPS6_P62754_S236	PRKCD	8.701028043845024	3.9464964693223195	3.25577262075836	6.492711753807528	3.426744812496389	0.7444426673553362	0.7899014805649045	1.7169597978218514	3.0611701189953657	1.3983706661881334
RPS6_P62754_S236	RPS6KA1	7.334321233359298	5.190346395296275	6.468959363277617	9.388111412013178	6.363939969193524	4.663613525315925	8.494422371760253	8.76828383355553	9.822266674971097	2.2891155128661973
RPS6_P62754_S236	RPS6KA3	4.480253388801955	1.9302350398880972	6.265610181204873	3.816325130552964	2.8245903840370734	6.182315092419814	6.9841624527179595	8.81991241225574	0.770722670902498	0.511609753144817
RPS6_P62754_S236	RPS6KB1	9.446518260479406	3.8610551255577232	8.295150396912053	9.56639761374505	0.47113656651531066	7.936819034967386	3.128195189828141	7.675336108089339	4.924488595248604	1.5680915766484123
RPS6_P62754_S236	RPS6KB2	1.815365147369609	8.090763445644848	1.4511494958544318	4.999225666662204	3.5842632515131676	8.758836663673613	8.83963222652575	6.220097195254338	5.501077762768738	2.193410977211432
SUDS3_Q8BR65_S234	CDK2	8.91228548418793	2.198039098895798	9.9948602567466	2.4958145493595993	0.9899254481232268	6.309051528935597	5.767222898638118	5.9760221403729155	3.9769645872959947	1.1990652609947772
SUDS3_Q8BR65_S236	CDK2	3.9503932375059807	1.980999804784054	1.8850684730374592	1.9196088447489743	6.5891743358389	3.8621310717264223	9.074715890452541	7.5492309709105685	4.8885276619508895	9.140796924968573
SUDS3_Q8BR65_S237	CDK2	8.897027324542654	6.333626156182377	6.899419627646289	5.691492843836498	4.574599498746749	1.3994477216561128	0.7838364702236221	7.163583076907426	7.2055231325217335	6.3852638495926675
MAP3K3_Q61084_S166	SGK1	5.105337245889213	9.350929318163741	9.334311915802214	0.6210473454553981	5.409686769704034	7.355774317154382	6.960759391755897	9.434114348088666	8.698379979062416	4.990835460943
GORASP2_Q99JX3_T222	MAPK1	2.1426942047535538	7.541419269227376	1.9649121660009665	5.802445305541551	9.104501740199439	5.73724103604056	3.713574060023367	1.7655574705296222	9.558885506035601	2.1076463056721457
GORASP2_Q99JX3_T222	MAPK3	2.5843257061012257	7.829424780914266	6.671049701619689	8.95840632295592	3.360898711667151	4.363487860692723	0.7746637654629208	2.0815308818185123	4.943004018958954	5.090256449597861
D17WSU92E_Q3TT38_S215	CDK2	1.6242444885011145	6.532390550013476	0.10000000000239019	5.904734928233107	0.1346965684997763	0.5679921617375749	3.2311215818950774	6.659526154420669	4.588262177142502	1.7050761287116698
MCM2_P97310_S27	CDC7	9.707778703544678	2.827353256729681	2.457602457407099	7.706797112244619	5.6807382927517835	0.28687412705985815	4.354984284196962	5.106238619119618	0.46684787536282635	7.395064555456138
MCM2_P97310_S27	CDK2	0.19309727153938347	1.7894633266670827	4.425341291022278	2.2631515492256575	5.198973022767144	1.7544675549792372	4.140479207429113	1.2857811262627534	8.097569377320246	0.7973189694624878
MCM2_P97310_S27	CDK7	4.6911228797331574	2.2252621463462727	3.928548998080904	2.6082484182314434	6.505831463011948	7.152575043922333	2.5444067049637273	0.468071499973414	8.101034476384601	1.253687368052743
MCM2_P97310_S27	CSNK2A1	7.302408490878391	7.4089328375211085	0.8616695357299943	4.447724967493958	2.5144529795189787	0.2570968844935596	7.223598401100921	2.5589976790588307	8.293075156821962	4.119021213941006
TFDP1_Q08639_S23	CHEK1	0.10000000000814638	0.10000000001723644	0.10000000000287602	0.10000000009173907	0.1	0.1	0.1	3.9561891480144458	0.1000000000115997	0.10000000095908128
MCM2_P97310_S41	CDC7	4.432687730697826	9.94359478092415	4.8093299279704445	4.065902885468366	9.483230032815946	9.185950801863141	6.576061497950869	4.765804973849115	9.82757764813268	7.126508300698893
MCM2_P97310_S41	CDK2	7.946529441789827	5.276221550102988	7.451480545107133	6.931917824352167	6.520133088404732	1.2702460017609094	4.903564205328891	8.269028730437604	9.242971079469047	2.5298589046198434
MCM2_P97310_S41	CDK7	4.546841890038686	7.294234880248302	4.337246359117699	8.11589567507629	9.099299985801942	5.946908636905178	3.446582645639507	3.9585485559104634	8.024409498453478	0.1962306961577
MCM2_P97310_S41	CSNK2A1	0.10000000000461143	0.10000000004343015	0.10000000000940414	0.10000000011320723	0.1	0.1	0.09999999999999998	0.10000000001392584	0.10000000006610535	0.10000000046020914
MCM2_P97310_S41	PTEN	8.264020875699142	5.9205620726631425	1.8413469346612044	5.8953989499736545	4.004207164098888	9.230682399777393	7.434102064317423	9.60917294522986	0.5298168912344632	8.847449089071514
IWS1_Q8C1D8_S183	MAPK14	2.9842955400281523	4.775697553805468	3.2919787180717917	0.26686065044619334	4.542613117806794	5.2672641464820495	7.572206740568815	5.621415097236272	4.235283599721827	1.9808019002295032
IWS1_Q8C1D8_S185	MAPK14	4.169433578187523	0.1000000000142775	2.104593471439372	0.10000000005292789	0.1	0.1	0.1	0.25484590192215706	0.10000000000945178	0.10000000011004566
PPME1_Q8BVQ5_S15	CHEK1	8.464195778037247	9.4384825328153	1.1871434279341135	5.830981581923095	5.803724166057717	6.923651043312035	5.941613219181458	5.629102069858841	9.272024673790655	2.6538219891560866
MICALL1_Q8BGT6_S628	CDK2	2.5590069088368934	0.4188201617118963	3.1509174859733857	0.1362328657060035	3.7215908033886143	1.8271233803692808	8.205527748194896	3.810861953813065	3.484580899890006	3.649998422312298
TMPO_Q61029_S179	PRKCA	8.059532706690257	8.444859488232597	2.7499078376477235	7.756674390648059	7.535800582362367	6.131962999997231	5.361669487048634	2.6214381884428644	6.077340532391274	5.243986891317314
EML3_Q8VC03_T882	CDK2	1.2173970367734548	3.677230923672406	5.349444378966115	6.62247329378219	8.295662370834268	7.84285031651092	6.153581688348688	0.20258913691373467	9.394140659218486	5.825883767899907
FAM207A_P58468_S38	MAPK1	7.492662171683487	8.420761498205364	4.140462752548297	6.514896663726781	9.502062048594372	6.6903653706046144	1.033071574722923	8.842820850262266	1.2212794417336739	4.018909047234772
DYRK1A_Q61214_Y321	DYRK1A	5.443099480500018	6.3116759020937625	6.2419473413026365	1.239490959279227	9.635832275171465	0.12316915404254043	9.281151998340068	8.28026004785982	4.048068788786965	8.776534353832231
DEK_Q7TNV0_S247	CSNK2A1	3.254371980540898	9.344586853555702	7.60426526243021	2.434982474145766	0.40210821898347937	6.723674806724732	6.00586636480281	3.2299656139406343	9.859738147902338	5.679059900749408
DEK_Q7TNV0_S248	CSNK2A1	5.255918433379632	1.1774073041243962	7.176729995307701	0.6366093744237306	5.688656983427219	9.713937096076943	2.687753414759074	6.029688421474836	9.516022351093689	6.223114097394562
DEK_Q7TNV0_S255	CSNK2A1	3.0640678265492047	2.358356423818655	1.051769581962019	1.0188067851018732	9.109167120422866	7.057637327932718	3.1547739096823664	4.472767895149496	2.525700297034182	7.582343164223934
HMGA1_P17095_S103	CSNK2A1	2.4748581417476747	4.257111042372528	0.5293391301622591	3.05893021663239	4.2710879099145815	8.227683036874188	3.9153699876017365	4.953580923525969	3.823538386831062	6.703825598265632
HMGA1_P17095_S102	CSNK2A1	0.10000000000164225	0.10000000002554632	0.10000000000470555	0.10000000009406343	0.1	0.1	1.0977771874949542	1.8186179490531273	2.9882197403372146	0.10000000026039468
RPTOR_Q8K4Q0_S859	MTOR	2.3419654671003247	4.523295297844516	8.575619745784065	7.592162899404269	3.5100052037094547	9.194440409310653	0.22573162325485588	4.6840947613978825	1.4106775825992655	9.025153339580962
RPTOR_Q8K4Q0_S863	MAPK1	1.2179809688928702	0.10000000000231321	0.10000000000128262	0.10000000001115053	3.61728481533956	6.948481279187018	7.3908531490817735	1.0425389080519516	6.583907755245565	0.3676527058342518
RPTOR_Q8K4Q0_S863	MAPK11	7.9286694238379125	5.632441148210788	4.727664337482369	8.045534453014351	2.559129660437362	9.26806463374791	8.865628131298525	4.143799389723016	4.376627025180308	1.5033417792098067
RPTOR_Q8K4Q0_S863	MAPK3	1.141726799710408	9.999999999997904	2.4467814436534785	0.10000000004209433	1.2626516980934512	4.262254850741631	1.1261728878234545	1.32779231341048	0.10000000000482817	4.16458724527833
RPTOR_Q8K4Q0_S863	MTOR	1.5403868676305061	5.416189061977642	0.5922572997558208	5.867774402082164	9.086544841507202	8.224171212621185	4.503488566936203	6.349870559662675	8.714974957275981	8.916287211198886
SRRM1_Q52KI8_T593	MTOR	4.065071807813016	8.995100113702982	8.623850547236476	7.1314362019107875	5.408556270493286	6.651562573620201	5.547809388843883	2.8925388110684938	0.2398400040582421	3.655488352266421
FARSA_Q8C0C7_S301	ATR	8.273871520561261	3.8481782549624013	0.5957383532597164	2.3001945761892544	0.6641967786007285	9.160989061807793	0.2581469581070688	1.1659099886698605	1.4046998668564277	6.998532803595205
FLII_Q9JJ28_S436	SGK3	4.860376363948177	4.093821144584956	9.705390494624167	5.09862122193941	6.6710566935589135	1.3167258468169831	2.267923001877536	8.732672787022638	9.943474947272648	9.37873476224821
SUPT6H_Q62383_T1523	CDK2	0.4153288141939282	8.36311146665729	3.16650806389554	3.3051146454854288	2.6198066892309173	0.9497460377119177	5.319130141303616	3.8121728280867297	4.453879816692321	4.178409342292104
LATS1_Q8BYR2_S463	NUAK1	7.3731364408106215	2.342460764787145	6.91180540209019	4.241890694308761	5.5213340591153095	5.099388464081721	3.029394703300068	2.986541339770365	3.587573963423362	6.007670980546628
LATS1_Q8BYR2_S463	NUAK2	5.576815557724097	7.256118981545788	7.2133416632913665	5.872407319979423	5.776352105082131	5.550903599519732	3.109300207140415	9.960994765019723	9.484039486218792	2.6209050144947224
SGTA_Q8BJU0_S307	AKT2	9.689876390818997	3.0008098487405417	2.647722133206259	0.2454118101186153	7.878971203612373	3.8282789840195086	9.53656828474038	6.64194681008473	9.181835753954205	6.087797410247791
HNRNPUL1_Q8VDM6_S719	CDK2	5.377719031954557	4.228144190887851	8.364556619987598	5.671402539344947	8.257480044788773	7.7492132515237655	5.077002931024806	7.002182598729685	7.57923660774718	6.398358708203272
SAFB_D3YXK2_S366	MAPK1	8.678358466464704	4.120800819489989	4.252837346382865	0.29315294498642364	3.6342749896737243	8.261074641551591	4.287747208028587	5.076418695442346	4.585739513453347	1.15413259355804
PRKAA1_Q5EG47_S496	AKT1	7.041321928178424	5.734829897389557	7.242735182291448	8.032567976954839	8.048992519856652	0.19028795258810027	6.283118990389203	2.564453112592623	2.846179963324634	9.089164887419267
PRKAA1_Q5EG47_S496	PRKAA1	2.2692051549790895	3.806977293050272	6.715728154382293	4.881794559014118	0.1	2.6873539015737857	7.709339145578999	4.858534379778629	0.3838713522855332	1.3319847592261642
PRKAA1_Q5EG47_S496	PRKACA	2.8396139079929954	7.729153379514153	1.8827787125968094	3.2630060438371085	7.867079839544426	8.208086069141608	8.48504034690475	3.531796314982314	4.265863146899096	6.314571757002464
PRKAA1_Q5EG47_S496	STK11	6.442883154360597	3.3922883009753853	4.880020401571812	1.4118648314669182	3.793678981797708	3.7718087459335448	3.777337496687912	7.8444131463124664	6.642542933905632	3.3275866900394164
RPTOR_Q8K4Q0_S721	RPS6KA1	0.568815048926017	6.952653600391295	5.088704192661	0.7877040054203458	1.8645642576942958	3.239245551105349	4.060247878067814	1.0079927635914978	5.225010090722756	0.6597228279398638
OSBPL11_Q8CI95_S194	CHEK1	0.10000000000900258	0.10000000002590861	0.10000000000148346	0.10000000007123325	0.1	0.1	2.3374612783653173	8.787231910454556	0.10000000004412293	0.10000000014369888
DPYSL2_O08553_S518	GSK3A	3.7567030946124587	9.999999999996895	9.999999999996813	9.697328005599337	10.0	10.0	7.386439074953809	9.13985389019694	9.999999999963824	9.999999999739206
DPYSL2_O08553_S518	GSK3B	7.8079636234832694	9.10406025311212	6.710714757521238	3.7380136604806786	6.231549231287671	5.1784955732871705	2.475515772242018	7.5915626832445495	6.718480663907865	7.139626265085851
PRPF31_Q8CCF0_S451	CDK2	5.962479237721424	0.590356377806329	8.279456474480682	5.389522258198821	4.646352641922588	1.1085170270124072	0.9579771491037554	8.620222244871721	8.226526689209047	6.9661559065288685
CHEK1_O35280_S301	CDK1	9.022734613006818	4.423344729703306	5.718694989248128	5.479271592860925	5.061266705141269	1.0324610419470952	2.28142381891067	1.997865333323617	0.5396352325936415	1.8555889257620932
CHEK1_O35280_S301	CDK2	9.047939755755179	6.161046134997425	9.61280297131241	8.153005828926512	0.9555108122084921	4.806438998927742	9.092247595831738	0.6924204869727858	8.708896845353578	7.874012704827626
SSRP1_Q08943_S657	CSNK2A1	0.733573103427779	6.933574909747289	6.142541481039181	0.6141617589294532	5.030407611763633	3.9082248118107197	3.9989010188727723	2.4784578338653542	0.11765930359449772	1.4246304450239922
MAPK8IP3_Q9ESN9_S365	ROCK1	5.989966245759012	6.707022626011587	0.7511016964614611	9.158702024586237	7.418435362923988	8.567683469443102	8.63371559012428	7.326107134617219	3.9770630145008297	5.626544174895574
BCLAF1_Q8K019_Y283	SRC	6.429943403622148	6.1413165744736	4.52261433009922	9.159090115149025	8.981331771103454	3.5840459488494965	6.2442634022717005	1.1598707627555491	9.249251829562564	2.792818780202996
LMNB1_P14733_S396	PRKCB	2.6725225698858766	7.9247463229443715	9.999999999999492	3.406167842303232	3.2297343846590336	1.6515672070850944	2.6123855071995865	4.7466788171474015	1.9198906848042354	4.332926068536201
LMNB1_P14733_S394	CDK1	0.10000000000268675	0.10000000007439028	0.10000000000111366	0.10000000011471269	0.1	0.1	0.1	0.10000000001069442	0.10000000005925039	0.10000000011572086
MATR3_Q8K310_S195	CHEK1	9.23999500750829	5.058134332241065	2.325552421677321	9.080775986644454	5.284634995158343	0.6748727738659386	4.796948090194691	2.6671550780093995	2.3088785710384347	5.514478542384831
DEK_Q7TNV0_S306	CSNK2A1	0.10000000000015977	0.8242179934576622	1.0605912346833761	0.10000000013950405	0.09999999999999998	0.09999999999999998	7.453945751541043	3.0508480632429578	2.2365387058222894	0.10000000011214816
DEK_Q7TNV0_S308	CSNK2A1	2.769857307489249	8.489115336129466	3.130218543912468	3.475514868221712	4.706702279609873	3.999733217811832	9.87161144890373	4.595750374258275	6.6712792111157375	4.316007441591947
PPP1R12A_Q9DBR7_T694	PAK1	5.175829931812357	9.608319115295535	2.6558498611079644	4.904353994452049	6.221114352479609	4.378446330782903	4.802622088347963	3.8818990954475057	9.21581120719309	6.384207918254137
PPP1R12A_Q9DBR7_T694	PRKACA	3.9357969971609954	5.1519255329560485	7.954055338505299	2.0226900288108083	4.062663431703849	0.8641775207366358	8.856024972099197	5.678565044371392	8.717766315283171	6.373678979908995
PPP1R12A_Q9DBR7_T694	PRKG1	3.4972685482359784	8.492711582671284	8.954959320902486	3.1167394718707575	1.6747746722784285	6.321656177365378	2.740994812286231	2.600303960315103	1.311821407998146	2.618261289024492
PPP1R12A_Q9DBR7_T694	RAF1	4.780075725437129	1.2035864789365147	0.10000000000011339	0.39826914055665064	0.1	5.285160002661769	9.44732960581132	7.264186992573003	3.739856394614253	2.780193868068625
PPP1R12A_Q9DBR7_T694	ROCK1	4.1498789777167735	3.6906613687010736	4.965853693069629	4.334843591236941	1.7463835018185798	5.78651039866319	4.29215219374327	9.593530121593423	2.53069844599392	1.7095953398882346
PPP1R12A_Q9DBR7_T694	ROCK2	8.806683955523583	5.372424740922054	4.313059386233039	9.858892153448913	5.008586812951576	3.6814558351584803	6.722517063693444	2.5968606923301936	2.93589840712278	6.187476355688618
ADD1_Q9QYC0_S355	CDK1	9.999999999998684	9.999999999969768	9.99999999999828	9.999999999891585	10.0	10.0	10.0	9.999999999989125	7.818604835161436	5.1734298808214
BAD_Q61337_S112	AKT1	0.10000000000258105	0.10000000015369395	0.10000000000215571	0.10000000024067149	0.1	0.1	0.1	0.10000000002366316	0.1000000000501732	0.10000000033969221
BAD_Q61337_S112	ARAF	2.0195668833320615	9.363603593653584	4.402491462757761	5.582094091469349	1.715180099423418	6.685807595151841	4.291400346375221	2.455663286796767	5.791231321823355	5.145735679743716
BAD_Q61337_S112	BRAF	3.2038315737625496	3.9032243491353293	2.1940081891612224	6.290683639036892	2.6965289951483125	1.358275273142411	7.99949489640597	1.4994798208355902	8.845664766536345	1.6330459326970657
BAD_Q61337_S112	MAPK8	3.3524389933033816	1.164183535668166	6.537517105555985	0.765468767618303	3.890366660244809	1.7236079243757776	6.7354191421291	0.4931777948036383	5.1744180715347845	7.304486416630451
BAD_Q61337_S112	PAK1	0.10000000000154233	0.10000000004361756	0.10000000003881704	0.10000000037957904	0.1	8.656257663614703	0.1	0.10000000000498455	9.189018417423355	0.10000000034811284
BAD_Q61337_S112	PAK7	4.255929470780286	2.666136557595635	3.880505684671963	3.393676585686678	0.7574929662293206	0.7703109334592053	9.541366788553574	4.4690434453161165	1.4667521967480028	3.549327445058824
BAD_Q61337_S112	PIM1	1.2579045450245434	4.397127962076752	5.070072688648183	5.666762973950476	1.3409084778192408	2.8158075510239597	6.9815555558836415	4.814067772231852	2.6129922074127805	1.8908199030337463
BAD_Q61337_S112	PIM2	8.608478298956888	7.150645513705225	6.599595849044012	4.21138874757816	1.1688053778409604	3.6278597338887377	6.2381501543384905	0.5560784825557421	4.005033576279023	2.9970470245407737
BAD_Q61337_S112	PIM3	3.8876155424940992	7.659143355806104	2.414938882874117	8.855312667866954	5.75596958048471	8.713773348551682	3.5132298079482895	3.329553962854675	2.304857994113649	1.218145834090145
BAD_Q61337_S112	PPP2CA	7.235534900183323	9.0698176754454	3.0772636234431565	2.426672558968724	3.998439547508309	6.518446195377319	3.6657354512767464	4.685649709119241	9.657026358626101	7.4304694902319195
BAD_Q61337_S112	PPP3CA	5.581658020486869	8.13556244970479	6.690477267513476	7.140692308467707	1.0793900187093626	9.406923088372135	3.547602168888979	4.421573226461968	6.523170943090398	5.028847511430024
BAD_Q61337_S112	PRKACA	7.159131498510786	6.8425655102873355	4.197078167100107	3.536560077159112	1.0364317298061352	9.957480828765455	9.098871152573926	6.811585681674846	3.4788487462380004	7.806624891361749
BAD_Q61337_S112	PRKCE	9.421196151598437	5.9797995649766715	7.651921401726767	8.19650027660304	4.471912521026415	2.5177660328095026	9.045006120507496	9.448027547086598	3.3384027139732475	6.2550619961306495
BAD_Q61337_S112	PRKCI	2.2659285586532705	2.6891241079448625	2.127440472244566	6.814798986242466	3.029301970877925	2.182130299421268	5.240862508846383	1.1294018036518008	8.091780313710549	2.204676816371127
BAD_Q61337_S112	PRKCQ	0.469359423177387	5.76996235216788	7.519947616000086	9.442842308858548	6.0209902068480154	0.6355249391575655	6.8775251091214225	4.913714363807188	9.44904321659492	3.7810816212723197
BAD_Q61337_S112	PRKD1	3.774544312967565	2.628563078529459	5.324220883887834	7.276166208606765	0.1	0.3897673335357956	7.209329597004114	0.10000000000077633	5.062260744423077	3.2754530934934953
BAD_Q61337_S112	RAF1	9.716651459285467	1.7217481003911275	5.683086089472197	4.330230236701948	1.4747606504059216	4.750840856956046	4.639470334688326	5.2701710982738055	5.927514514789987	6.675356574350463
BAD_Q61337_S112	RPS6KA1	5.229030540375315	8.02594689102068	8.792361178442945	7.183342745984364	0.698534578659225	4.160963163231678	5.315817844829517	3.851306474343581	4.041271357046481	9.101867485960685
BAD_Q61337_S112	RPS6KA3	7.612960156700621	5.966877295372765	2.8791545457104926	9.06789356728137	9.875433661368886	0.5639248408800684	5.375958526157619	6.7694225835321635	6.627754179876557	9.137256975807412
BAD_Q61337_S112	RPS6KA5	2.114311920785233	8.509952957159541	9.78038129820872	6.497590723651655	1.0552941160583371	1.1126084682772523	3.0080750110724974	1.3827835379424598	5.4045720860732995	8.569850551575216
BAD_Q61337_S111	PAK1	5.225641784544185	0.8668548460560866	1.5294592400682596	4.683193494880794	7.507941893156413	0.18960743181327644	7.209814943948397	2.301976476454709	8.019995806011407	7.8839796653556835
FADD_Q61160_S191	CSNK1A1	0.4795083231902152	1.9195372360207366	8.712931091376733	1.619366724961603	4.665397489012483	8.828686790415034	3.8110563773489234	2.1531115883003538	1.51204366326191	2.825138396699056
FADD_Q61160_S191	MAP2K7	0.10000000000168588	6.584300489325395	0.10000000000039505	0.1000000000349778	2.4998004122825357	0.1	0.1	0.10000000001257259	0.10000000000308584	5.0290935570823
FADD_Q61160_S191	MAP3K1	8.631862738224145	5.711128254977927	2.7116821353335125	3.8436022712849702	3.184904942459057	6.433679906764435	8.879364764327432	5.375277234689948	4.620332728431824	8.114193862576343
FADD_Q61160_S191	PLK1	9.999999999993461	9.99999999987682	9.999999999991468	9.999999999990186	10.0	10.0	10.0	9.999999999983869	9.999999999932273	9.999999990319733
NBN_Q9R207_S398	ATM	7.715664339431457	1.9433798623845573	6.125338167799424	6.531513906386531	1.1089438659477027	4.8958935257762475	4.169135313658987	3.166842638596018	1.2737698860355677	4.197328432773381
RANBP2_Q9ERU9_S2088	CDK1	0.16113962770231474	1.9291190764719899	3.7565231869708184	1.616758562559906	1.3789016216596122	0.1	9.142281923763623	7.015225258286873	2.4270176549517406	3.741006397611459
DEK_Q7TNV0_S311	CSNK2A1	3.066513323871587	6.952809721295621	7.372584951231738	2.635328490951938	7.660551642951673	2.1577104262386437	6.9779796197700845	1.1007180422784932	1.3065787940796805	0.7184667577268437
CD3E_P22646_Y181	FYN	1.6021198057956525	2.4227591001439084	3.580542086022161	0.10000000001390355	5.0702047993594395	0.6296021706884029	7.877280153802873	5.267055063473998	1.1826216318503568	5.308001165120586
MCM2_P97310_S139	CDC7	1.371605044877041	3.8059785636952967	3.398986953334467	3.904879389107244	1.7067615462721923	0.1	0.3788773964176537	7.165091613482386	5.37164044517322	3.534258317051743
MCM2_P97310_S139	CDK2	3.518595077095689	1.9401830157070066	2.189624210788972	9.999999999984702	4.255146640426361	4.706005935064581	3.5361101720488723	4.08686180740575	2.8800945044089135	7.044438086642545
MCM2_P97310_S139	CDK7	8.28089123897937	4.844927200973113	5.271760870744701	8.844439118812494	7.2938529016567815	8.249935802273852	1.223781401365425	3.391699899515357	7.199299915949529	7.882875268409917
